control,dice,iou,boundary_f1,hd95,area_error
matched_cf_to_original,0.8056929306313847,0.6932389534559217,0.2015782147558494,96.04434980818198,0.23444749426678677
reverse_original_to_cf,0.7945568897607741,0.6774921541435197,0.18957162036992337,97.38989430686907,0.24849582574342655
nonmatched_cf_to_original,0.6813275213133528,0.5358098410186445,0.11993457626902725,115.20639106784988,0.1917426491785824
