condition,n,dice,iou,boundary_f1,hd95,area_error
original,200,0.7257746415341987,0.5871690317311429,0.15614414905212187,123.4864809018699,0.3243841969150336
cfseg_counterfactual,200,0.8503886651204776,0.7539769136674983,0.2172079047950831,80.038554142864,0.17812547220431846
matched_whole,200,0.8503886651204776,0.7539769136674983,0.2172079047950831,80.038554142864,0.17812547220431846
reverse_whole,200,0.7257746415341987,0.5871690317311429,0.15614414905212187,123.4864809018699,0.3243841969150336
nonmatched_whole,200,0.6622164287160678,0.5073973996720436,0.057151450626007225,128.29882128775023,0.17658390635027948
matched_background,200,0.8240496066387861,0.7219347797843199,0.2512948142116261,86.34842672044687,0.19038758560944927
matched_boundary,200,0.761063384953039,0.6352572043079521,0.16390474193436633,107.29656207103508,0.23977567712058032
matched_interior,200,0.7872700658132362,0.6617869160639163,0.17390539808232203,110.49385629838194,0.32950124213279897
