condition,n,dice,iou,boundary_f1,hd95,area_error
Original,200,0.7257746415341987,0.5871690317311429,0.15614414905212187,123.4864809018699,0.3243841969150336
CF-Seg,200,0.8503886651204776,0.7539769136674983,0.2172079047950831,80.038554142864,0.17812547220431846
