condition,n,dice,iou,boundary_f1,hd95,area_error
original,50,0.6772468420312258,0.5345676084767483,0.1393769910384176,131.00369874815203,0.3119994678093072
cfseg,50,0.8308603014915151,0.7271969485327051,0.20744421564519352,93.13252627413802,0.18603319844945754
cxr_sd,50,0.7785688327230085,0.6526300487023782,0.14655891729952564,109.62517700417058,0.31538036904904126
